,j0,j1,h0,h1,lr,noise,stim_noise,count_thresh,width_scaling,n_stim,EMD_IDR_STIM,EMD_IDR_UNIFORM,EMD_NDR_STIM,EMD_NDR_UNIFORM,IDR_CORRECT_BIAS_MSE,IDR_INCORRECT_BIAS_MSE,NDR_CORRECT_BIAS_MSE,NDR_INCORRECT_BIAS_MSE
117,0.1,3.0,0.5,0.4,0.005,0.0,0.0,0.9,1,300,0.089586960141805,0.030387839163917792,0.06661738860611022,0.05836926452378656,0.0006858415922797154,0.0006561457941121983,0.00020280102237737275,0.0007976706237636922
118,0.1,3.0,0.5,0.5,0.005,0.0,0.0,0.97,1,300,0.09150431022354008,0.028782808881999602,0.05498638673282796,0.06520223751880427,0.00045607175051606494,0.0006766106242105025,0.00014194379451171207,0.0010288170034480008
119,0.1,3.0,0.5,0.5,0.005,0.0,0.0,0.9,1,300,0.0899362056880338,0.03679493989560177,0.05543852071496855,0.06513118865247713,0.0007967935022212553,0.001016963657060903,6.039834869350669e-05,0.0017670462978575034
120,0.30000000000000004,2.0,0.1,0.1,0.005,0.0,0.0,0.97,1,300,0.08675825735502454,0.03069611675523485,0.05340552984667213,0.06627635882744201,0.0007484527973191668,0.0004498267968373768,0.00011831430515536607,0.0011523393106549365
121,0.30000000000000004,2.0,0.1,0.1,0.005,0.0,0.0,0.9,1,300,0.08648894223687378,0.03137089849322861,0.053885141739861274,0.06609850041505604,0.0010538142219981435,0.0007828264070890058,7.095868139345163e-05,0.0018896466656050047
122,0.30000000000000004,2.0,0.1,0.2,0.005,0.0,0.0,0.97,1,300,0.05292370819140141,0.06714948065803832,0.03955849440826868,0.07738149382764578,0.007124123631563055,0.0016673330334057467,0.0008443923693854864,0.0072867272565739745
123,0.30000000000000004,2.0,0.1,0.2,0.005,0.0,0.0,0.9,1,300,0.05119019432334895,0.06837150321368511,0.044304674969684446,0.07333196067674794,0.007620844645192524,0.0015104303208702745,0.0007461751478704438,0.007732180448754375
124,0.30000000000000004,2.0,0.1,0.30000000000000004,0.005,0.0,0.0,0.97,1,300,0.03797145601698151,0.07943875754070515,0.04783447192793398,0.07071093867878413,0.01089363891026276,0.0015063923859190754,0.001929672135368951,0.006864800538069435
125,0.30000000000000004,2.0,0.1,0.30000000000000004,0.005,0.0,0.0,0.9,1,300,0.035367163012869254,0.08191828359299944,0.05216337577752746,0.06740750084969904,0.014641320441084816,0.0021129533717415376,0.0024944473477067175,0.009233883451411953
126,0.30000000000000004,2.0,0.1,0.4,0.005,0.0,0.0,0.97,1,300,0.040697885889468155,0.09845898386912533,0.052079653691835696,0.06767756088018875,0.01482201981706154,0.0013312007783285245,0.003215625462668322,0.007621680395343144
127,0.30000000000000004,2.0,0.1,0.4,0.005,0.0,0.0,0.9,1,300,0.03917324962253535,0.10051144336049911,0.055762511851750594,0.06502294934029818,0.018788059125504724,0.00204502627325018,0.003804495853137301,0.009781563436556232
128,0.30000000000000004,2.0,0.1,0.5,0.005,0.0,0.0,0.97,1,300,0.03886092079615505,0.10070665314793112,0.054381975280087744,0.06613053525115938,0.01675864205643382,0.0010551313387524885,0.0037759769538824152,0.007444785257174932
129,0.30000000000000004,2.0,0.1,0.5,0.005,0.0,0.0,0.9,1,300,0.03748634856944276,0.10274826701748822,0.057791039544175374,0.063760855468219,0.020164888356441642,0.0018249665804325721,0.004185426211302788,0.00974347017330269
130,0.30000000000000004,2.0,0.30000000000000004,0.1,0.005,0.0,0.0,0.97,1,300,,,,,9.956259241721911e-06,9.956259241721915e-06,,
131,0.30000000000000004,2.0,0.30000000000000004,0.1,0.005,0.0,0.0,0.9,1,300,,,,,9.395947280726744e-06,9.395947280726745e-06,,
132,0.30000000000000004,2.0,0.30000000000000004,0.2,0.005,0.0,0.0,0.97,1,300,0.0752829647292719,0.0416271391250121,0.05523315321880767,0.05976037152325205,0.0004957764136291506,0.00031488607538618954,7.778263116280446e-05,0.0007413405803474864
133,0.30000000000000004,2.0,0.30000000000000004,0.2,0.005,0.0,0.0,0.9,1,300,0.07522687346041249,0.042280568398957184,0.05497039880740141,0.06604418454307337,0.0006248251525950361,0.0003904830479333689,5.303316714301971e-05,0.001157985180688025
134,0.30000000000000004,2.0,0.30000000000000004,0.30000000000000004,0.005,0.0,0.0,0.97,1,300,0.08675825735502452,0.030696116755234846,0.05340552984667212,0.06627635882744198,0.0007484527973191674,0.0004498267968373778,0.00011831430515536618,0.001152339310654939
135,0.30000000000000004,2.0,0.30000000000000004,0.30000000000000004,0.005,0.0,0.0,0.9,1,300,0.08648894223687378,0.03137089849322861,0.05388514173986128,0.06609850041505602,0.0010538142219981437,0.0007828264070890045,7.095868139345126e-05,0.0018896466656050032
136,0.30000000000000004,2.0,0.30000000000000004,0.4,0.005,0.0,0.0,0.97,1,300,0.07958871757142402,0.04196681186974521,0.03313556626872109,0.08289076809536917,0.002279809578901009,0.0011310212973164346,9.939514963191543e-05,0.004802658939530526
137,0.30000000000000004,2.0,0.30000000000000004,0.4,0.005,0.0,0.0,0.9,1,300,0.07923300986851109,0.04215287498994593,0.03600121448193437,0.08042378274376216,0.0025526689773796695,0.0016074242494335074,9.317109985814268e-05,0.006074031895023137
138,0.30000000000000004,2.0,0.30000000000000004,0.5,0.005,0.0,0.0,0.97,1,300,0.0640685781060952,0.052489060737612656,0.035545590005062314,0.08094031409478022,0.004857797961378795,0.00116337013491945,0.00038197252094574824,0.006364304780901064
139,0.30000000000000004,2.0,0.30000000000000004,0.5,0.005,0.0,0.0,0.9,1,300,0.06290883644705915,0.05286307852416222,0.039924827619832584,0.07706635772943074,0.004322241375205213,0.0010592341344932686,0.0001839731124512563,0.006175738763115067
140,0.30000000000000004,2.0,0.5,0.1,0.005,0.0,0.0,0.97,1,300,,,,,,,,
141,0.30000000000000004,2.0,0.5,0.1,0.005,0.0,0.0,0.9,1,300,,,,,,,,
142,0.30000000000000004,2.0,0.5,0.2,0.005,0.0,0.0,0.97,1,300,0.07615679819689242,0.04207520691474588,0.05529744014612584,0.06020703570906806,0.0001201255465969664,0.0002995920498866316,0.00013047536412812835,0.00023155066327149054
143,0.30000000000000004,2.0,0.5,0.2,0.005,0.0,0.0,0.9,1,300,0.07620669565271797,0.0426190698599601,0.05507151906044035,0.06649792450175607,9.562494664466991e-05,0.00028582563342762846,8.880161092041512e-05,0.00022858000138921604
144,0.30000000000000004,2.0,0.5,0.30000000000000004,0.005,0.0,0.0,0.97,1,300,0.07615142163714578,0.04175884750614882,0.05524952027857266,0.059817148335070014,0.00035740083206090587,0.0002726157131123441,6.870751817476623e-05,0.0005787615664856067
145,0.30000000000000004,2.0,0.5,0.30000000000000004,0.005,0.0,0.0,0.9,1,300,0.07616696068526702,0.042302173992494974,0.054986202434780335,0.0661239385893966,0.00041666978305566,0.0003664242207438787,4.575092314096884e-05,0.0008978447805434794
146,0.30000000000000004,2.0,0.5,0.4,0.005,0.0,0.0,0.97,1,300,0.07615697016911036,0.03864150514143931,0.05503952972311483,0.05945955813386861,0.0008060254467414466,0.00022986876574513716,0.00010331996158795345,0.0009037547002479845
147,0.30000000000000004,2.0,0.5,0.4,0.005,0.0,0.0,0.9,1,300,0.076200512684026,0.03897761772758396,0.05454704338642824,0.06586048940667413,0.0008857692271666801,0.000389886919891517,4.469338290101127e-05,0.0014239992616447825
148,0.30000000000000004,2.0,0.5,0.5,0.005,0.0,0.0,0.97,1,300,0.08675825735502454,0.030696116755234842,0.05340552984667214,0.06627635882744196,0.0007484527973191671,0.0004498267968373781,0.000118314305155366,0.001152339310654939
149,0.30000000000000004,2.0,0.5,0.5,0.005,0.0,0.0,0.9,1,300,0.0864889422368738,0.03137089849322861,0.05388514173986128,0.06609850041505604,0.0010538142219981429,0.0007828264070890037,7.095868139345126e-05,0.0018896466656050017
150,0.30000000000000004,2.3333333333333335,0.1,0.1,0.005,0.0,0.0,0.97,1,300,0.08929320412813133,0.029434072965862812,0.05536182583029492,0.06492852633401128,0.0006024502421959088,0.0005814483250580729,0.0001284282362600948,0.0009870093149580905
151,0.30000000000000004,2.3333333333333335,0.1,0.1,0.005,0.0,0.0,0.9,1,300,0.08895050017008752,0.030196292086288597,0.05573732488206225,0.06491765070071875,0.0008590743916869369,0.00076533463175217,7.763034536215293e-05,0.0016241814696923717
152,0.30000000000000004,2.3333333333333335,0.1,0.2,0.005,0.0,0.0,0.97,1,300,0.054700859669708446,0.06619954475459858,0.038478991857582356,0.07832423175386363,0.008217236118555422,0.0013360119514546581,0.000974947141529151,0.007545254391808187
153,0.30000000000000004,2.3333333333333335,0.1,0.2,0.005,0.0,0.0,0.9,1,300,0.0530995661411031,0.06711280300762575,0.04325296995633392,0.07420876107058272,0.008860358543518998,0.0013206092327765167,0.0008698559893040917,0.008538293834924295
154,0.30000000000000004,2.3333333333333335,0.1,0.30000000000000004,0.005,0.0,0.0,0.97,1,300,0.0394405251484859,0.07813604851368519,0.04676580169052086,0.07146625768824418,0.01286852019985453,0.0014901415320234131,0.002466758948630945,0.007926654464859222
155,0.30000000000000004,2.3333333333333335,0.1,0.30000000000000004,0.005,0.0,0.0,0.9,1,300,0.037023482481479866,0.08045309796088584,0.05131900874685431,0.06801363685491538,0.015379956600113846,0.0017210126587257504,0.0023934308557554433,0.009615603224777712
156,0.30000000000000004,2.3333333333333335,0.1,0.4,0.005,0.0,0.0,0.97,1,300,0.04152293367749618,0.09748667287171277,0.05119822395344012,0.06831280024285567,0.015233171510778389,0.0011799265289042134,0.003187178861322931,0.007591762193425401
157,0.30000000000000004,2.3333333333333335,0.1,0.4,0.005,0.0,0.0,0.9,1,300,0.03989707842007098,0.09946938419492235,0.055033848652755735,0.06548687633198175,0.01885722586343272,0.0017359319451864751,0.0034567027467551532,0.009931090773658282
158,0.30000000000000004,2.3333333333333335,0.1,0.5,0.005,0.0,0.0,0.97,1,300,0.03957447604172486,0.09978555905300181,0.05353476389801474,0.06670597672844611,0.017381723407840725,0.001049895664462865,0.003998089165793406,0.007576234890803599
159,0.30000000000000004,2.3333333333333335,0.1,0.5,0.005,0.0,0.0,0.9,1,300,0.038183559871710064,0.10179252635291088,0.05713639404615259,0.06417733579557712,0.020346169006751756,0.0016586208750192497,0.004085194442208775,0.009861367592072939
160,0.30000000000000004,2.3333333333333335,0.30000000000000004,0.1,0.005,0.0,0.0,0.97,1,300,,,,,1.9861854277003095e-05,1.9861854277003106e-05,,
161,0.30000000000000004,2.3333333333333335,0.30000000000000004,0.1,0.005,0.0,0.0,0.9,1,300,,,,,1.4958215483852412e-05,1.4958215483852417e-05,,
162,0.30000000000000004,2.3333333333333335,0.30000000000000004,0.2,0.005,0.0,0.0,0.97,1,300,0.07495803390232895,0.040905190477414144,0.057021070439301116,0.05832411520512596,0.0010148817950278938,0.0003752776560486419,0.00023534429701658254,0.0010393188144269558
163,0.30000000000000004,2.3333333333333335,0.30000000000000004,0.2,0.005,0.0,0.0,0.9,1,300,0.07491414992262509,0.04141012781938927,0.057975084084108966,0.058051442258333655,0.0007993856522470029,0.000255962553107664,4.710486672299898e-05,0.0011128808866813689
164,0.30000000000000004,2.3333333333333335,0.30000000000000004,0.30000000000000004,0.005,0.0,0.0,0.97,1,300,0.08929320412813133,0.029434072965862826,0.05536182583029492,0.06492852633401128,0.0006024502421959075,0.000581448325058071,0.00012842823626009443,0.0009870093149580888
165,0.30000000000000004,2.3333333333333335,0.30000000000000004,0.30000000000000004,0.005,0.0,0.0,0.9,1,300,0.08895050017008752,0.030196292086288566,0.05573732488206226,0.06491765070071873,0.0008590743916869374,0.0007653346317521707,7.763034536215309e-05,0.0016241814696923715
166,0.30000000000000004,2.3333333333333335,0.30000000000000004,0.4,0.005,0.0,0.0,0.97,1,300,0.08067823470974861,0.04168759033877308,0.033774544724307916,0.08225119534554956,0.00240663076454524,0.0012305799132020987,9.901866762301547e-05,0.004968748762639028
167,0.30000000000000004,2.3333333333333335,0.30000000000000004,0.4,0.005,0.0,0.0,0.9,1,300,0.0803068579418083,0.041786791850339455,0.03620894662730623,0.08016729774009451,0.0027294115356097195,0.0016700300913130512,0.00011210093773985659,0.0064476970029146
168,0.30000000000000004,2.3333333333333335,0.30000000000000004,0.5,0.005,0.0,0.0,0.97,1,300,0.0660050234366292,0.05124851778206041,0.03490977355956955,0.08153605879782107,0.005227683950169088,0.0009754761857088368,0.0003785321437529245,0.00626586244560572
169,0.30000000000000004,2.3333333333333335,0.30000000000000004,0.5,0.005,0.0,0.0,0.9,1,300,0.06476202114334251,0.051784615849865094,0.039030165828331735,0.07785161551789306,0.004988196527571485,0.0010096280665277896,0.00020834534725555916,0.006840528610154134
170,0.30000000000000004,2.3333333333333335,0.5,0.1,0.005,0.0,0.0,0.97,1,300,,,,,,,,
171,0.30000000000000004,2.3333333333333335,0.5,0.1,0.005,0.0,0.0,0.9,1,300,,,,,,,,
172,0.30000000000000004,2.3333333333333335,0.5,0.2,0.005,0.0,0.0,0.97,1,300,0.07675242163602308,0.042240671474067716,0.05775723479704442,0.0584657495919601,7.685664132290147e-05,0.0001527564635074697,5.1659732859361746e-05,0.00015948158850306716
173,0.30000000000000004,2.3333333333333335,0.5,0.2,0.005,0.0,0.0,0.9,1,300,0.07671882135695261,0.042772813406170604,0.05829168816486585,0.058358864781568966,9.769654317736594e-05,0.0002241192088794412,4.288542994871247e-05,0.0002446808820014973
174,0.30000000000000004,2.3333333333333335,0.5,0.30000000000000004,0.005,0.0,0.0,0.97,1,300,0.07573924927502161,0.04186793628589418,0.057717180709260026,0.057904528917071846,0.0006059356313455736,0.00027233396340525757,0.0001268215685165927,0.0007043497733636114
175,0.30000000000000004,2.3333333333333335,0.5,0.30000000000000004,0.005,0.0,0.0,0.9,1,300,0.0758245355736329,0.04235794876011077,0.058241855640912374,0.05796189564420213,0.0005536000482521947,0.0002719162770232206,4.03527736046064e-05,0.0009032782779999435
176,0.30000000000000004,2.3333333333333335,0.5,0.4,0.005,0.0,0.0,0.97,1,300,0.08061769518363106,0.035243397172007807,0.059510833742686,0.055823218675730354,0.0006368774277408594,0.00018003161230900107,9.985296776082627e-05,0.000685433898341785
177,0.30000000000000004,2.3333333333333335,0.5,0.4,0.005,0.0,0.0,0.9,1,300,0.08060089534864118,0.035906999911534745,0.05961651103278647,0.056092242406924286,0.0009069895870672674,0.00040450360077179257,6.815362982594224e-05,0.0012086427610173576
178,0.30000000000000004,2.3333333333333335,0.5,0.5,0.005,0.0,0.0,0.97,1,300,0.08929320412813128,0.029434072965862788,0.05536182583029491,0.06492852633401129,0.0006024502421959077,0.0005814483250580723,0.00012842823626009472,0.00098700931495809
179,0.30000000000000004,2.3333333333333335,0.5,0.5,0.005,0.0,0.0,0.9,1,300,0.0889505001700875,0.03019629208628858,0.055737324882062234,0.06491765070071875,0.0008590743916869374,0.0007653346317521702,7.76303453621531e-05,0.0016241814696923717
180,0.30000000000000004,2.6666666666666665,0.1,0.1,0.005,0.0,0.0,0.97,1,300,0.09102213511585824,0.028757484394173225,0.057209373730894596,0.06374410872322922,0.0005519208656324893,0.0007194957471042937,0.00021846088667717005,0.0008706813047206568
181,0.30000000000000004,2.6666666666666665,0.1,0.1,0.005,0.0,0.0,0.9,1,300,0.09076574483961215,0.0294235810753618,0.05749831265390477,0.06382751238706313,0.0008029576301660499,0.0009321865058658692,8.711189587276311e-05,0.0015014167875898844
182,0.30000000000000004,2.6666666666666665,0.1,0.2,0.005,0.0,0.0,0.97,1,300,0.05653373163249219,0.0650981250818452,0.03759743584224062,0.07910957040182014,0.008821835837090475,0.000986687987881997,0.0010004019198006488,0.007560591061908291
183,0.30000000000000004,2.6666666666666665,0.1,0.2,0.005,0.0,0.0,0.9,1,300,0.055035707748337666,0.0659184193273091,0.04225420625408894,0.07504286538247514,0.009513775455758886,0.0010555002150117803,0.000815238635816322,0.00882077703922268
184,0.30000000000000004,2.6666666666666665,0.1,0.30000000000000004,0.005,0.0,0.0,0.97,1,300,0.041185333061772314,0.07680920642341202,0.04572420899441519,0.07229119230397249,0.013841129332602634,0.0012972414414480606,0.0025022710794058295,0.008397657082435691
185,0.30000000000000004,2.6666666666666665,0.1,0.30000000000000004,0.005,0.0,0.0,0.9,1,300,0.03879115112518367,0.07894130102959607,0.05040836189485972,0.06867975357376699,0.015986102461077262,0.0014086814941833394,0.002325459197309443,0.00988524671687717
186,0.30000000000000004,2.6666666666666665,0.1,0.4,0.005,0.0,0.0,0.97,1,300,0.04245030117965279,0.09655444739958505,0.0501654564592065,0.069075349194794,0.016383611477768033,0.0010988277114968063,0.0033836349668828164,0.008230887594136916
187,0.30000000000000004,2.6666666666666665,0.1,0.4,0.005,0.0,0.0,0.9,1,300,0.04074146619436363,0.09839889692371794,0.054259428106084,0.06600063298420406,0.019244731354149596,0.001498760942083125,0.0033216286557628135,0.010123122631760116
188,0.30000000000000004,2.6666666666666665,0.1,0.5,0.005,0.0,0.0,0.97,1,300,0.04028201245872595,0.09880502081574946,0.05274650820774596,0.06721854773100214,0.01643022495602311,0.0007976057133022821,0.003365048823786097,0.00744085192324149
189,0.30000000000000004,2.6666666666666665,0.1,0.5,0.005,0.0,0.0,0.9,1,300,0.03888295784726827,0.10073273357731821,0.05644475678188637,0.06460050773763364,0.020274579244656622,0.0014065277837354221,0.0039127925359358105,0.009682900306658578
190,0.30000000000000004,2.6666666666666665,0.30000000000000004,0.1,0.005,0.0,0.0,0.97,1,300,0.07726329370068652,0.04262297306366461,0.06009145053555817,0.05732887763285846,6.173342945910214e-05,0.00010155264556829182,6.89196902175345e-05,7.35066577588409e-05
191,0.30000000000000004,2.6666666666666665,0.30000000000000004,0.1,0.005,0.0,0.0,0.9,1,300,,,,,2.2566630783516044e-05,2.2566630783516044e-05,,
192,0.30000000000000004,2.6666666666666665,0.30000000000000004,0.2,0.005,0.0,0.0,0.97,1,300,0.0776454929375336,0.03849522591754638,0.05891440300594751,0.05676496357716341,0.0009371943628928811,0.00020539887792899066,0.00014902587878189762,0.0008322229944073322
193,0.30000000000000004,2.6666666666666665,0.30000000000000004,0.2,0.005,0.0,0.0,0.9,1,300,0.0776555714671755,0.03897165046152844,0.0592570922310825,0.057026724285580505,0.0009179382466485674,0.000253450749524199,5.6494662374403215e-05,0.0010926430877398095
194,0.30000000000000004,2.6666666666666665,0.30000000000000004,0.30000000000000004,0.005,0.0,0.0,0.97,1,300,0.09102213511585824,0.028757484394173215,0.05720937373089457,0.06374410872322922,0.0005519208656324899,0.0007194957471042937,0.00021846088667716994,0.0008706813047206566
195,0.30000000000000004,2.6666666666666665,0.30000000000000004,0.30000000000000004,0.005,0.0,0.0,0.9,1,300,0.09076574483961214,0.029423581075361784,0.05749831265390479,0.06382751238706313,0.0008029576301660487,0.0009321865058658673,8.71118958727631e-05,0.0015014167875898828
196,0.30000000000000004,2.6666666666666665,0.30000000000000004,0.4,0.005,0.0,0.0,0.97,1,300,0.08152325220788646,0.041456502464342224,0.03477943752397317,0.08128713693702899,0.0021644127186446014,0.001104775718612065,7.605583788567778e-05,0.004464714040623187
197,0.30000000000000004,2.6666666666666665,0.30000000000000004,0.4,0.005,0.0,0.0,0.9,1,300,0.08134704143027555,0.04144701548885072,0.03680327379135902,0.07953959320200629,0.0026832906978894425,0.001633966644457352,0.0001101601110500269,0.006266362174088055
198,0.30000000000000004,2.6666666666666665,0.30000000000000004,0.5,0.005,0.0,0.0,0.97,1,300,0.06758676071631789,0.05045957049946578,0.03431180875718816,0.08199542620878157,0.005305065372416026,0.0008259503191835745,0.00031814155987116487,0.006106898674590572
199,0.30000000000000004,2.6666666666666665,0.30000000000000004,0.5,0.005,0.0,0.0,0.9,1,300,0.06654154067874649,0.050747263994385214,0.03826310093164098,0.0785238008784791,0.005092457721741319,0.0008791877172117001,0.00021045884382765975,0.006685607122814419
200,0.30000000000000004,2.6666666666666665,0.5,0.1,0.005,0.0,0.0,0.97,1,300,,,,,,,,
201,0.30000000000000004,2.6666666666666665,0.5,0.1,0.005,0.0,0.0,0.9,1,300,,,,,,,,
202,0.30000000000000004,2.6666666666666665,0.5,0.2,0.005,0.0,0.0,0.97,1,300,0.07722491906958615,0.042437764902633665,0.06005012452983924,0.056936907519402544,0.00015260808695179671,0.00012860808009776826,5.408970749579613e-05,0.00023267001719030057
203,0.30000000000000004,2.6666666666666665,0.5,0.2,0.005,0.0,0.0,0.9,1,300,0.07724930079947377,0.04295498648938348,0.060436758671317425,0.05698245857718501,0.00018713805946283965,0.0001635796825756607,4.3452200621665646e-05,0.00028622974387045177
204,0.30000000000000004,2.6666666666666665,0.5,0.30000000000000004,0.005,0.0,0.0,0.97,1,300,0.07557201315053995,0.04122154807649665,0.05973339835649634,0.056623024321035845,0.001013819672697613,0.00027373154884891324,0.00023393354181679602,0.0009293690302893784
205,0.30000000000000004,2.6666666666666665,0.5,0.30000000000000004,0.005,0.0,0.0,0.9,1,300,0.07561393143090794,0.041478890852815586,0.060348063266844484,0.05653052111955968,0.0008370665520807031,0.00024178961325161714,8.441341546861046e-05,0.000950309141178524
206,0.30000000000000004,2.6666666666666665,0.5,0.4,0.005,0.0,0.0,0.97,1,300,0.08468498599683372,0.03269528829626982,0.06354368840969991,0.05303826210938904,0.00065439587066785,0.00024371961766870206,0.00018938773974531124,0.0006202118634925562
207,0.30000000000000004,2.6666666666666665,0.5,0.4,0.005,0.0,0.0,0.9,1,300,0.08456925547185785,0.033295793455880865,0.06350539085767189,0.0532875705273315,0.000837134541722159,0.0004440779337179831,0.00010972639356531333,0.0010422782045079397
208,0.30000000000000004,2.6666666666666665,0.5,0.5,0.005,0.0,0.0,0.97,1,300,0.09102213511585822,0.028757484394173246,0.057209373730894575,0.06374410872322922,0.000551920865632492,0.0007194957471042966,0.00021846088667717124,0.0008706813047206592
209,0.30000000000000004,2.6666666666666665,0.5,0.5,0.005,0.0,0.0,0.9,1,300,0.09076574483961214,0.029423581075361832,0.057498312653904766,0.06382751238706312,0.0008029576301660488,0.0009321865058658673,8.711189587276277e-05,0.001501416787589883
210,0.30000000000000004,3.0,0.1,0.1,0.005,0.0,0.0,0.97,1,300,0.09237667229654911,0.02820683053323185,0.058942977795984286,0.06272230897245752,0.0004739914850656418,0.0008905907553733627,0.00027439652165841763,0.0008862849768698019
211,0.30000000000000004,3.0,0.1,0.1,0.005,0.0,0.0,0.9,1,300,0.09208334921960556,0.02895941395449854,0.059159142749546964,0.06279296951289226,0.0006791926874263809,0.001139813676305049,0.00010524504135116528,0.0014937150501138413
212,0.30000000000000004,3.0,0.1,0.2,0.005,0.0,0.0,0.97,1,300,0.05838646098222363,0.06401758497141743,0.036723952732645074,0.07989373630432453,0.009957285037153499,0.0009532773575887159,0.0011598432295896045,0.008025463548981607
213,0.30000000000000004,3.0,0.1,0.2,0.005,0.0,0.0,0.9,1,300,0.05698923741493675,0.06477098153162708,0.04126486426007026,0.0758907232128525,0.009559572167033957,0.0007804568468090919,0.0007090182516359175,0.008513625128853617
214,0.30000000000000004,3.0,0.1,0.30000000000000004,0.005,0.0,0.0,0.97,1,300,0.0428085748194908,0.07556349543854202,0.044740354598305984,0.07308596857904431,0.01419859060417494,0.0010184507388434837,0.002477904377037056,0.008330550442027514
215,0.30000000000000004,3.0,0.1,0.30000000000000004,0.005,0.0,0.0,0.9,1,300,0.0405744917020717,0.07746326410039625,0.04944313309210825,0.06938516578693371,0.01638104926826596,0.001106881551056039,0.0022151698006174073,0.009901529221522504
216,0.30000000000000004,3.0,0.1,0.4,0.005,0.0,0.0,0.97,1,300,0.043508289853364746,0.09563253195225703,0.04920713314798128,0.0697610502052352,0.01636396628191542,0.0009351650614390567,0.0032590778602305252,0.008262979464524214
217,0.30000000000000004,3.0,0.1,0.4,0.005,0.0,0.0,0.9,1,300,0.041643507780564956,0.09727751164312196,0.05343723094541293,0.06654456058209979,0.01905297058638256,0.0011810864037154185,0.002995551201171143,0.009985613533425839
218,0.30000000000000004,3.0,0.1,0.5,0.005,0.0,0.0,0.97,1,300,0.041123673393033945,0.09787314302241142,0.05194472267850694,0.06775698336939004,0.016793057432603207,0.0007309565298207879,0.003374215256438231,0.0075522107599535855
219,0.30000000000000004,3.0,0.1,0.5,0.005,0.0,0.0,0.9,1,300,0.039602342064067104,0.09964341622431538,0.05573716912086382,0.06505612326938649,0.02035457072520695,0.0012309115038991346,0.003806968630244067,0.009692326057767528
220,0.30000000000000004,3.0,0.30000000000000004,0.1,0.005,0.0,0.0,0.97,1,300,0.07771636465842052,0.042844006908070706,0.06215329513254794,0.05599475139090058,8.689301432685127e-05,0.00012013409978517886,8.299911751833528e-05,9.036171692287478e-05
221,0.30000000000000004,3.0,0.30000000000000004,0.1,0.005,0.0,0.0,0.9,1,300,0.07772558076898167,0.04331971901448265,0.062444257868763085,0.056176788511019295,9.138625156192046e-05,8.811090646709462e-05,3.9613423424163883e-05,0.0001132653747348665
222,0.30000000000000004,3.0,0.30000000000000004,0.2,0.005,0.0,0.0,0.97,1,300,0.08136308495631298,0.035648153492411405,0.06246579776098084,0.054060061861316525,0.0006756343872835221,0.00015212240790793985,0.00017192388911636586,0.0004995594070850043
223,0.30000000000000004,3.0,0.30000000000000004,0.2,0.005,0.0,0.0,0.9,1,300,0.08138014152684349,0.036271532082987785,0.06241275463933571,0.05453411430381803,0.0009292297390146608,0.00035270111438441115,0.00010384909513600525,0.0010334044032760598
224,0.30000000000000004,3.0,0.30000000000000004,0.30000000000000004,0.005,0.0,0.0,0.97,1,300,0.09237667229654911,0.028206830533231867,0.058942977795984286,0.06272230897245755,0.00047399148506564184,0.0008905907553733636,0.0002743965216584182,0.0008862849768698027
225,0.30000000000000004,3.0,0.30000000000000004,0.30000000000000004,0.005,0.0,0.0,0.9,1,300,0.09208334921960556,0.028959413954498563,0.059159142749546964,0.06279296951289225,0.0006791926874263838,0.0011398136763050531,0.00010524504135116613,0.0014937150501138463
226,0.30000000000000004,3.0,0.30000000000000004,0.4,0.005,0.0,0.0,0.97,1,300,0.08242632689426266,0.04122211267708535,0.036076524811271424,0.08012226050069407,0.0018869963134361563,0.0010889869929840304,9.182148234486509e-05,0.003759011341925487
227,0.30000000000000004,3.0,0.30000000000000004,0.4,0.005,0.0,0.0,0.9,1,300,0.08229289702333067,0.041142530532437174,0.03774872068850671,0.07863496570440104,0.0023648862275987286,0.0014208690827542487,9.693474803375327e-05,0.005675890066055155
228,0.30000000000000004,3.0,0.30000000000000004,0.5,0.005,0.0,0.0,0.97,1,300,0.06930176610487673,0.04945407236738584,0.03398099604808653,0.08229784063287356,0.005739630225472849,0.0008276002600682383,0.00034949915892471553,0.006047304380772945
229,0.30000000000000004,3.0,0.30000000000000004,0.5,0.005,0.0,0.0,0.9,1,300,0.06829045489918537,0.049784151405882535,0.03762143532109509,0.07908565965022703,0.005535351652913903,0.0008635319803724746,0.00023826351366009027,0.007129277934419432
230,0.30000000000000004,3.0,0.5,0.1,0.005,0.0,0.0,0.97,1,300,,,,,,,,
231,0.30000000000000004,3.0,0.5,0.1,0.005,0.0,0.0,0.9,1,300,,,,,,,,
232,0.30000000000000004,3.0,0.5,0.2,0.005,0.0,0.0,0.97,1,300,0.07766810620455442,0.04269328090047628,0.06212131873311538,0.05567792950211095,0.00020371375228717839,8.818433591746486e-05,5.772526184680363e-05,0.00022190047308013488
233,0.30000000000000004,3.0,0.5,0.2,0.005,0.0,0.0,0.9,1,300,0.07770985555312607,0.04312085873972936,0.06238849515651336,0.055844370908500196,0.0002874272100272285,0.00014317477882347477,4.3386451469684744e-05,0.0003856414274881064
234,0.30000000000000004,3.0,0.5,0.30000000000000004,0.005,0.0,0.0,0.97,1,300,0.07803363066562326,0.03875683077679048,0.06082794050337329,0.055651219269948066,0.001029452765050296,0.00019864026477286106,0.0002602331998947066,0.0007348389587982788
